timestamp,sensor_id,asset_id,metric,value,unit,quality_flag
2026-07-12T04:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,23.284,MGD,Valid
2026-07-12T05:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,23.862,MGD,Warning
2026-07-12T06:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,19.551,MGD,Valid
2026-07-12T07:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.455,MGD,Valid
2026-07-12T08:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,22.156,MGD,Valid
2026-07-12T09:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,24.596,MGD,Valid
2026-07-12T10:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,24.004,MGD,Valid
2026-07-12T11:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.421,MGD,Valid
2026-07-12T12:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.898,MGD,Valid
2026-07-12T13:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.936,MGD,Valid
2026-07-12T14:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.655,MGD,Valid
2026-07-12T15:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,16.446,MGD,Valid
2026-07-12T16:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,16.946,MGD,Valid
2026-07-12T17:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,14.751,MGD,Valid
2026-07-12T18:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,16.82,MGD,Valid
2026-07-12T19:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.17,MGD,Valid
2026-07-12T20:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,18.28,MGD,Valid
2026-07-12T21:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.201,MGD,Valid
2026-07-12T22:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.466,MGD,Valid
2026-07-12T23:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.502,MGD,Warning
2026-07-13T00:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.061,MGD,Valid
2026-07-13T01:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.48,MGD,Valid
2026-07-13T02:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.268,MGD,Valid
2026-07-13T03:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.83,MGD,Valid
2026-07-13T04:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,22.178,MGD,Valid
2026-07-13T05:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,24.759,MGD,Valid
2026-07-13T06:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,23.14,MGD,Missing
2026-07-13T07:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,22.197,MGD,Valid
2026-07-13T08:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,23.531,MGD,Valid
2026-07-13T09:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,23.763,MGD,Valid
2026-07-13T10:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.71,MGD,Valid
2026-07-13T11:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.544,MGD,Valid
2026-07-13T12:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.476,MGD,Valid
2026-07-13T13:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.551,MGD,Warning
2026-07-13T14:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.667,MGD,Valid
2026-07-13T15:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.311,MGD,Valid
2026-07-13T16:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,15.528,MGD,Valid
2026-07-13T17:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.538,MGD,Valid
2026-07-13T18:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.853,MGD,Valid
2026-07-13T19:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.517,MGD,Valid
2026-07-13T20:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.506,MGD,Valid
2026-07-13T21:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,18.14,MGD,Valid
2026-07-13T22:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,14.516,MGD,Stale
2026-07-13T23:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,19.438,MGD,Missing
2026-07-14T00:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,18.582,MGD,Valid
2026-07-14T01:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,22.228,MGD,Valid
2026-07-14T02:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.086,MGD,Warning
2026-07-14T03:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,22.388,MGD,Valid
2026-07-14T04:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.544,MGD,Valid
2026-07-14T05:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,22.437,MGD,Valid
2026-07-14T06:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,25.394,MGD,Valid
2026-07-14T07:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.443,MGD,Valid
2026-07-14T08:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.579,MGD,Valid
2026-07-14T09:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,19.618,MGD,Warning
2026-07-14T10:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.383,MGD,Valid
2026-07-14T11:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,19.478,MGD,Valid
2026-07-14T12:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,18.212,MGD,Valid
2026-07-14T13:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.296,MGD,Valid
2026-07-14T14:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,18.363,MGD,Valid
2026-07-14T15:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,19.803,MGD,Valid
2026-07-14T16:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,13.95,MGD,Valid
2026-07-14T17:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,14.522,MGD,Valid
2026-07-14T18:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.331,MGD,Warning
2026-07-14T19:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,14.608,MGD,Valid
2026-07-14T20:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,14.176,MGD,Valid
2026-07-14T21:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,15.939,MGD,Valid
2026-07-14T22:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,15.585,MGD,Valid
2026-07-14T23:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.756,MGD,Valid
2026-07-15T00:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,22.513,MGD,Valid
2026-07-15T01:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.259,MGD,Valid
2026-07-15T02:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,18.459,MGD,Valid
2026-07-15T03:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,24.008,MGD,Valid
2026-07-15T04:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.611,MGD,Valid
2026-07-15T05:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.61,MGD,Valid
2026-07-15T06:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,22.968,MGD,Valid
2026-07-15T07:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,18.862,MGD,Valid
2026-07-15T08:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,25.809,MGD,Valid
2026-07-15T09:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.859,MGD,Valid
2026-07-15T10:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.793,MGD,Valid
2026-07-15T11:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,18.762,MGD,Valid
2026-07-15T12:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.811,MGD,Valid
2026-07-15T13:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.713,MGD,Valid
2026-07-15T14:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.267,MGD,Valid
2026-07-15T15:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.758,MGD,Valid
2026-07-15T16:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.642,MGD,Valid
2026-07-15T17:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.663,MGD,Valid
2026-07-15T18:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,16.778,MGD,Valid
2026-07-15T19:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.87,MGD,Valid
2026-07-15T20:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,14.901,MGD,Valid
2026-07-15T21:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,15.396,MGD,Valid
2026-07-15T22:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.487,MGD,Valid
2026-07-15T23:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.202,MGD,Valid
2026-07-16T00:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,17.409,MGD,Valid
2026-07-16T01:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.139,MGD,Valid
2026-07-16T02:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.502,MGD,Valid
2026-07-16T03:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.911,MGD,Outlier
2026-07-16T04:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,24.344,MGD,Valid
2026-07-16T05:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,24.114,MGD,Valid
2026-07-16T06:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,25.952,MGD,Warning
2026-07-16T07:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,22.654,MGD,Valid
2026-07-16T08:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,21.634,MGD,Valid
2026-07-16T09:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,23.705,MGD,Warning
2026-07-16T10:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,24.724,MGD,Stale
2026-07-16T11:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.765,MGD,Valid
2026-07-16T12:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,19.566,MGD,Valid
2026-07-16T13:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,19.639,MGD,Valid
2026-07-16T14:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.063,MGD,Valid
2026-07-16T15:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,19.017,MGD,Valid
2026-07-16T16:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,18.131,MGD,Valid
2026-07-16T17:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,16.483,MGD,Valid
2026-07-16T18:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,16.501,MGD,Valid
2026-07-16T19:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,19.769,MGD,Valid
2026-07-16T20:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,15.513,MGD,Valid
2026-07-16T21:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,16.141,MGD,Valid
2026-07-16T22:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,20.447,MGD,Stale
2026-07-16T23:00:00+00:00,SNS-IN0016-00,SGW-WAS-IN0016,influent_flow,23.96,MGD,Valid
2026-07-10T00:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,92.772,psi,Valid
2026-07-10T01:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,78.937,psi,Valid
2026-07-10T02:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,89.099,psi,Valid
2026-07-10T03:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,94.901,psi,Valid
2026-07-10T04:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,85.48,psi,Stale
2026-07-10T05:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,100.054,psi,Valid
2026-07-10T06:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,88.653,psi,Valid
2026-07-10T07:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,86.492,psi,Valid
2026-07-10T08:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,86.055,psi,Valid
2026-07-10T09:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,85.959,psi,Valid
2026-07-10T10:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,90.049,psi,Valid
2026-07-10T11:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,80.353,psi,Valid
2026-07-10T12:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,91.779,psi,Sensor fault
2026-07-10T13:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,87.266,psi,Outlier
2026-07-10T14:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,72.65,psi,Stale
2026-07-10T15:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,81.761,psi,Valid
2026-07-10T16:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,75.73,psi,Valid
2026-07-10T17:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,77.253,psi,Stale
2026-07-10T18:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,77.186,psi,Sensor fault
2026-07-10T19:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,76.16,psi,Valid
2026-07-10T20:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,82.134,psi,Valid
2026-07-10T21:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,78.298,psi,Valid
2026-07-10T22:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,80.203,psi,Stale
2026-07-10T23:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,77.033,psi,Valid
2026-07-11T00:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,80.186,psi,Valid
2026-07-11T01:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,78.668,psi,Valid
2026-07-11T02:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,89.666,psi,Valid
2026-07-11T03:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,86.466,psi,Valid
2026-07-11T04:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,92.599,psi,Valid
2026-07-11T05:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,91.248,psi,Warning
2026-07-11T06:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,91.902,psi,Valid
2026-07-11T07:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,85.212,psi,Valid
2026-07-11T08:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,95.636,psi,Valid
2026-07-11T09:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,89.144,psi,Valid
2026-07-11T10:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,88.08,psi,Valid
2026-07-11T11:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,88.837,psi,Valid
2026-07-11T12:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,88.797,psi,Valid
2026-07-11T13:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,92.412,psi,Valid
2026-07-11T14:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,79.807,psi,Valid
2026-07-11T15:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,83.696,psi,Valid
2026-07-11T16:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,76.464,psi,Valid
2026-07-11T17:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,76.584,psi,Valid
2026-07-11T18:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,78.801,psi,Warning
2026-07-11T19:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,70.606,psi,Valid
2026-07-11T20:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,75.869,psi,Valid
2026-07-11T21:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,75.099,psi,Valid
2026-07-11T22:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,83.595,psi,Valid
2026-07-11T23:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,80.208,psi,Valid
2026-07-12T00:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,86.231,psi,Valid
2026-07-12T01:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,93.083,psi,Valid
2026-07-12T02:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,88.449,psi,Valid
2026-07-12T03:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,81.924,psi,Valid
2026-07-12T04:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,89.119,psi,Valid
2026-07-12T05:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,96.443,psi,Valid
2026-07-12T06:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,95.36,psi,Valid
2026-07-12T07:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,87.469,psi,Valid
2026-07-12T08:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,88.414,psi,Valid
2026-07-12T09:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,100.667,psi,Valid
2026-07-12T10:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,92.429,psi,Valid
2026-07-12T11:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,92.326,psi,Warning
2026-07-12T12:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,86.069,psi,Warning
2026-07-12T13:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,89.905,psi,Valid
2026-07-12T14:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,85.61,psi,Valid
2026-07-12T15:00:00+00:00,SNS-IN0067-00,SGW-MAJ-IN0067,pipeline_pressure,74.605,psi,Valid
